"","CAMPUS","GRDTYPE","value","n.d.r","year","subject","demographics"
"527",57905059,"M",37,"D","16","AR010","CB00"
"528",57905060,"M",244,"D","16","AR010","CB00"
"529",57905062,"M",454,"D","16","AR010","CB00"
"530",57905066,"M",78,"D","16","AR010","CB00"
"531",57905068,"M",27,"D","16","AR010","CB00"
"532",57905069,"M",188,"D","16","AR010","CB00"
"533",57905071,"M",49,"D","16","AR010","CB00"
"534",57905072,"M",274,"D","16","AR010","CB00"
"535",57905073,"M",45,"D","16","AR010","CB00"
"536",57905074,"M",182,"D","16","AR010","CB00"
"537",57905075,"M",20,"D","16","AR010","CB00"
"538",57905076,"M",345,"D","16","AR010","CB00"
"539",57905077,"M",34,"D","16","AR010","CB00"
"540",57905079,"M",24,"D","16","AR010","CB00"
"541",57905083,"M",98,"D","16","AR010","CB00"
"542",57905085,"S",97,"D","16","AR010","CB00"
"543",57905088,"S",17,"D","16","AR010","CB00"
"544",57905090,"S",17,"D","16","AR010","CB00"
"545",57905100,"M",58,"D","16","AR010","CB00"
"546",57905101,"E",26,"D","16","AR010","CB00"
"547",57905102,"E",NA,"D","16","AR010","CB00"
"548",57905103,"E",21,"D","16","AR010","CB00"
"549",57905104,"E",28,"D","16","AR010","CB00"
"550",57905105,"E",5,"D","16","AR010","CB00"
"551",57905107,"E",NA,"D","16","AR010","CB00"
"552",57905108,"E",63,"D","16","AR010","CB00"
"553",57905109,"E",115,"D","16","AR010","CB00"
"554",57905110,"E",NA,"D","16","AR010","CB00"
"555",57905112,"E",9,"D","16","AR010","CB00"
"556",57905114,"E",150,"D","16","AR010","CB00"
"557",57905115,"E",63,"D","16","AR010","CB00"
"558",57905116,"E",NA,"D","16","AR010","CB00"
"559",57905117,"E",97,"D","16","AR010","CB00"
"560",57905118,"E",114,"D","16","AR010","CB00"
"561",57905119,"E",NA,"D","16","AR010","CB00"
"562",57905120,"E",9,"D","16","AR010","CB00"
"563",57905121,"E",NA,"D","16","AR010","CB00"
"564",57905122,"E",57,"D","16","AR010","CB00"
"565",57905124,"E",148,"D","16","AR010","CB00"
"566",57905125,"E",19,"D","16","AR010","CB00"
"567",57905126,"E",29,"D","16","AR010","CB00"
"568",57905128,"E",138,"D","16","AR010","CB00"
"569",57905129,"E",108,"D","16","AR010","CB00"
"570",57905130,"E",NA,"D","16","AR010","CB00"
"571",57905131,"E",12,"D","16","AR010","CB00"
"572",57905133,"E",40,"D","16","AR010","CB00"
"573",57905134,"E",22,"D","16","AR010","CB00"
"574",57905135,"E",9,"D","16","AR010","CB00"
"575",57905136,"E",NA,"D","16","AR010","CB00"
"576",57905137,"E",45,"D","16","AR010","CB00"
"577",57905139,"E",172,"D","16","AR010","CB00"
"578",57905140,"E",NA,"D","16","AR010","CB00"
"579",57905141,"E",14,"D","16","AR010","CB00"
"580",57905142,"E",225,"D","16","AR010","CB00"
"581",57905144,"E",NA,"D","16","AR010","CB00"
"582",57905145,"E",NA,"D","16","AR010","CB00"
"583",57905147,"E",50,"D","16","AR010","CB00"
"584",57905148,"E",NA,"D","16","AR010","CB00"
"585",57905149,"E",6,"D","16","AR010","CB00"
"586",57905152,"E",NA,"D","16","AR010","CB00"
"587",57905153,"E",47,"D","16","AR010","CB00"
"588",57905154,"E",48,"D","16","AR010","CB00"
"589",57905155,"E",112,"D","16","AR010","CB00"
"590",57905156,"E",17,"D","16","AR010","CB00"
"591",57905157,"E",NA,"D","16","AR010","CB00"
"592",57905158,"E",NA,"D","16","AR010","CB00"
"593",57905159,"E",83,"D","16","AR010","CB00"
"594",57905160,"E",8,"D","16","AR010","CB00"
"595",57905161,"E",23,"D","16","AR010","CB00"
"596",57905162,"E",23,"D","16","AR010","CB00"
"597",57905163,"E",NA,"D","16","AR010","CB00"
"598",57905164,"E",NA,"D","16","AR010","CB00"
"599",57905166,"E",20,"D","16","AR010","CB00"
"600",57905167,"E",50,"D","16","AR010","CB00"
"601",57905168,"E",NA,"D","16","AR010","CB00"
"602",57905169,"E",23,"D","16","AR010","CB00"
"603",57905170,"E",49,"D","16","AR010","CB00"
"604",57905171,"E",NA,"D","16","AR010","CB00"
"605",57905172,"E",39,"D","16","AR010","CB00"
"606",57905173,"E",51,"D","16","AR010","CB00"
"607",57905174,"E",13,"D","16","AR010","CB00"
"608",57905175,"E",143,"D","16","AR010","CB00"
"609",57905176,"E",13,"D","16","AR010","CB00"
"610",57905177,"E",13,"D","16","AR010","CB00"
"611",57905178,"E",61,"D","16","AR010","CB00"
"612",57905180,"E",NA,"D","16","AR010","CB00"
"613",57905181,"E",16,"D","16","AR010","CB00"
"614",57905182,"E",NA,"D","16","AR010","CB00"
"615",57905183,"E",160,"D","16","AR010","CB00"
"616",57905184,"E",NA,"D","16","AR010","CB00"
"617",57905185,"E",71,"D","16","AR010","CB00"
"618",57905186,"E",62,"D","16","AR010","CB00"
"619",57905187,"E",50,"D","16","AR010","CB00"
"620",57905188,"E",NA,"D","16","AR010","CB00"
"621",57905189,"E",97,"D","16","AR010","CB00"
"622",57905190,"E",NA,"D","16","AR010","CB00"
"623",57905191,"E",211,"D","16","AR010","CB00"
"624",57905192,"E",NA,"D","16","AR010","CB00"
"625",57905193,"E",28,"D","16","AR010","CB00"
"626",57905194,"E",71,"D","16","AR010","CB00"
"627",57905195,"E",NA,"D","16","AR010","CB00"
"628",57905196,"E",99,"D","16","AR010","CB00"
"629",57905197,"E",NA,"D","16","AR010","CB00"
"630",57905198,"E",16,"D","16","AR010","CB00"
"631",57905199,"E",15,"D","16","AR010","CB00"
"632",57905200,"E",173,"D","16","AR010","CB00"
"633",57905201,"E",181,"D","16","AR010","CB00"
"634",57905202,"E",32,"D","16","AR010","CB00"
"635",57905203,"E",18,"D","16","AR010","CB00"
"636",57905204,"E",11,"D","16","AR010","CB00"
"637",57905205,"E",46,"D","16","AR010","CB00"
"638",57905206,"E",NA,"D","16","AR010","CB00"
"639",57905207,"E",19,"D","16","AR010","CB00"
"640",57905208,"E",36,"D","16","AR010","CB00"
"641",57905209,"E",11,"D","16","AR010","CB00"
"642",57905210,"E",12,"D","16","AR010","CB00"
"643",57905211,"E",12,"D","16","AR010","CB00"
"644",57905212,"E",72,"D","16","AR010","CB00"
"645",57905213,"E",59,"D","16","AR010","CB00"
"646",57905215,"E",NA,"D","16","AR010","CB00"
"647",57905216,"E",120,"D","16","AR010","CB00"
"648",57905217,"E",NA,"D","16","AR010","CB00"
"649",57905218,"E",165,"D","16","AR010","CB00"
"650",57905219,"E",151,"D","16","AR010","CB00"
"651",57905220,"E",89,"D","16","AR010","CB00"
"652",57905222,"E",NA,"D","16","AR010","CB00"
"653",57905224,"E",9,"D","16","AR010","CB00"
"654",57905225,"E",132,"D","16","AR010","CB00"
"655",57905226,"E",NA,"D","16","AR010","CB00"
"656",57905228,"E",NA,"D","16","AR010","CB00"
"657",57905229,"E",NA,"D","16","AR010","CB00"
"658",57905230,"E",NA,"D","16","AR010","CB00"
"659",57905232,"E",65,"D","16","AR010","CB00"
"660",57905233,"E",17,"D","16","AR010","CB00"
"661",57905234,"E",25,"D","16","AR010","CB00"
"662",57905235,"E",137,"D","16","AR010","CB00"
"663",57905236,"E",49,"D","16","AR010","CB00"
"664",57905237,"E",80,"D","16","AR010","CB00"
"665",57905239,"E",NA,"D","16","AR010","CB00"
"666",57905240,"E",97,"D","16","AR010","CB00"
"667",57905241,"E",NA,"D","16","AR010","CB00"
"668",57905244,"E",29,"D","16","AR010","CB00"
"669",57905247,"E",NA,"D","16","AR010","CB00"
"670",57905250,"E",155,"D","16","AR010","CB00"
"671",57905260,"E",NA,"D","16","AR010","CB00"
"672",57905263,"E",83,"D","16","AR010","CB00"
"673",57905264,"E",237,"D","16","AR010","CB00"
"674",57905265,"E",NA,"D","16","AR010","CB00"
"675",57905266,"E",NA,"D","16","AR010","CB00"
"676",57905268,"E",11,"D","16","AR010","CB00"
"677",57905269,"E",61,"D","16","AR010","CB00"
"678",57905270,"E",NA,"D","16","AR010","CB00"
"679",57905271,"E",NA,"D","16","AR010","CB00"
"680",57905272,"E",NA,"D","16","AR010","CB00"
"681",57905273,"E",NA,"D","16","AR010","CB00"
"682",57905274,"E",9,"D","16","AR010","CB00"
"683",57905275,"E",NA,"D","16","AR010","CB00"
"684",57905276,"E",58,"D","16","AR010","CB00"
"685",57905277,"E",79,"D","16","AR010","CB00"
"686",57905278,"E",NA,"D","16","AR010","CB00"
"687",57905279,"E",67,"D","16","AR010","CB00"
"688",57905280,"E",65,"D","16","AR010","CB00"
"689",57905281,"E",44,"D","16","AR010","CB00"
"690",57905283,"E",25,"D","16","AR010","CB00"
"691",57905284,"E",62,"D","16","AR010","CB00"
"692",57905285,"E",NA,"D","16","AR010","CB00"
"693",57905286,"E",22,"D","16","AR010","CB00"
"694",57905287,"E",NA,"D","16","AR010","CB00"
"695",57905289,"E",NA,"D","16","AR010","CB00"
"696",57905301,"E",139,"D","16","AR010","CB00"
"697",57905302,"E",NA,"D","16","AR010","CB00"
"698",57905303,"E",37,"D","16","AR010","CB00"
"699",57905304,"E",75,"D","16","AR010","CB00"
"700",57905305,"E",29,"D","16","AR010","CB00"
"701",57905306,"E",NA,"D","16","AR010","CB00"
"702",57905352,"M",197,"D","16","AR010","CB00"
"703",57905353,"M",200,"D","16","AR010","CB00"
"704",57905354,"M",370,"D","16","AR010","CB00"
"705",57905355,"M",NA,"D","16","AR010","CB00"
"706",57905356,"M",48,"D","16","AR010","CB00"
"707",57905357,"M",89,"D","16","AR010","CB00"
"708",57905358,"M",91,"D","16","AR010","CB00"
"709",57905359,"M",NA,"D","16","AR010","CB00"
"710",57905360,"M",NA,"D","16","AR010","CB00"
"711",57905380,"S",391,"D","16","AR010","CB00"
"712",57905381,"S",NA,"D","16","AR010","CB00"
"713",57905382,"S",34,"D","16","AR010","CB00"
"714",57905389,"S",NA,"D","16","AR010","CB00"
"715",57905001,"S",115,"N","16","AR01S","CB00"
"716",57905002,"S",15,"N","16","AR01S","CB00"
"717",57905003,"S",61,"N","16","AR01S","CB00"
"718",57905005,"S",23,"N","16","AR01S","CB00"
"719",57905006,"S",72,"N","16","AR01S","CB00"
"720",57905007,"S",28,"N","16","AR01S","CB00"
"721",57905008,"S",152,"N","16","AR01S","CB00"
"722",57905009,"S",173,"N","16","AR01S","CB00"
"723",57905011,"M",NA,"N","16","AR01S","CB00"
"724",57905012,"S",87,"N","16","AR01S","CB00"
"725",57905013,"S",101,"N","16","AR01S","CB00"
"726",57905014,"S",164,"N","16","AR01S","CB00"
"727",57905015,"S",100,"N","16","AR01S","CB00"
"728",57905016,"S",356,"N","16","AR01S","CB00"
"729",57905017,"S",112,"N","16","AR01S","CB00"
"730",57905018,"S",11,"N","16","AR01S","CB00"
"731",57905021,"S",93,"N","16","AR01S","CB00"
"732",57905022,"S",58,"N","16","AR01S","CB00"
"733",57905023,"S",292,"N","16","AR01S","CB00"
"734",57905024,"S",69,"N","16","AR01S","CB00"
"735",57905025,"S",390,"N","16","AR01S","CB00"
"736",57905026,"S",20,"N","16","AR01S","CB00"
"737",57905028,"S",66,"N","16","AR01S","CB00"
"738",57905029,"S",NA,"N","16","AR01S","CB00"
"739",57905030,"S",NA,"N","16","AR01S","CB00"
"740",57905032,"S",99,"N","16","AR01S","CB00"
"741",57905033,"S",56,"N","16","AR01S","CB00"
"742",57905034,"S",93,"N","16","AR01S","CB00"
"743",57905035,"S",15,"N","16","AR01S","CB00"
"744",57905036,"S",57,"N","16","AR01S","CB00"
"745",57905037,"S",52,"N","16","AR01S","CB00"
"746",57905038,"S",39,"N","16","AR01S","CB00"
"747",57905039,"S",7,"N","16","AR01S","CB00"
"748",57905042,"M",228,"N","16","AR01S","CB00"
"749",57905043,"M",209,"N","16","AR01S","CB00"
"750",57905044,"M",17,"N","16","AR01S","CB00"
"751",57905045,"M",123,"N","16","AR01S","CB00"
"752",57905046,"M",95,"N","16","AR01S","CB00"
"753",57905047,"M",80,"N","16","AR01S","CB00"
"754",57905048,"M",83,"N","16","AR01S","CB00"
"755",57905049,"M",120,"N","16","AR01S","CB00"
"756",57905050,"M",72,"N","16","AR01S","CB00"
"757",57905051,"M",178,"N","16","AR01S","CB00"
"758",57905052,"M",70,"N","16","AR01S","CB00"
"759",57905053,"M",40,"N","16","AR01S","CB00"
"760",57905054,"M",19,"N","16","AR01S","CB00"
"761",57905055,"M",45,"N","16","AR01S","CB00"
"762",57905056,"M",102,"N","16","AR01S","CB00"
"763",57905057,"M",22,"N","16","AR01S","CB00"
"764",57905058,"M",78,"N","16","AR01S","CB00"
"765",57905059,"M",15,"N","16","AR01S","CB00"
"766",57905060,"M",108,"N","16","AR01S","CB00"
"767",57905062,"M",239,"N","16","AR01S","CB00"
"768",57905066,"M",76,"N","16","AR01S","CB00"
"769",57905068,"M",14,"N","16","AR01S","CB00"
"770",57905069,"M",99,"N","16","AR01S","CB00"
"771",57905071,"M",49,"N","16","AR01S","CB00"
"772",57905072,"M",131,"N","16","AR01S","CB00"
"773",57905073,"M",45,"N","16","AR01S","CB00"
"774",57905074,"M",68,"N","16","AR01S","CB00"
"775",57905075,"M",20,"N","16","AR01S","CB00"
"776",57905076,"M",167,"N","16","AR01S","CB00"
"777",57905077,"M",23,"N","16","AR01S","CB00"
"778",57905079,"M",13,"N","16","AR01S","CB00"
"779",57905083,"M",56,"N","16","AR01S","CB00"
"780",57905085,"S",92,"N","16","AR01S","CB00"
"781",57905088,"S",17,"N","16","AR01S","CB00"
"782",57905090,"S",17,"N","16","AR01S","CB00"
"783",57905100,"M",41,"N","16","AR01S","CB00"
"784",57905101,"E",17,"N","16","AR01S","CB00"
"785",57905102,"E",NA,"N","16","AR01S","CB00"
"786",57905103,"E",7,"N","16","AR01S","CB00"
"787",57905104,"E",12,"N","16","AR01S","CB00"
"788",57905105,"E",5,"N","16","AR01S","CB00"
"789",57905107,"E",NA,"N","16","AR01S","CB00"
"790",57905108,"E",27,"N","16","AR01S","CB00"
"791",57905109,"E",57,"N","16","AR01S","CB00"
"792",57905110,"E",NA,"N","16","AR01S","CB00"
"793",57905112,"E",6,"N","16","AR01S","CB00"
"794",57905114,"E",84,"N","16","AR01S","CB00"
"795",57905115,"E",29,"N","16","AR01S","CB00"
"796",57905116,"E",NA,"N","16","AR01S","CB00"
"797",57905117,"E",47,"N","16","AR01S","CB00"
"798",57905118,"E",80,"N","16","AR01S","CB00"
"799",57905119,"E",NA,"N","16","AR01S","CB00"
"800",57905120,"E",6,"N","16","AR01S","CB00"
"801",57905121,"E",NA,"N","16","AR01S","CB00"
"802",57905122,"E",22,"N","16","AR01S","CB00"
"803",57905124,"E",51,"N","16","AR01S","CB00"
"804",57905125,"E",16,"N","16","AR01S","CB00"
"805",57905126,"E",24,"N","16","AR01S","CB00"
"806",57905128,"E",65,"N","16","AR01S","CB00"
"807",57905129,"E",51,"N","16","AR01S","CB00"
"808",57905130,"E",NA,"N","16","AR01S","CB00"
"809",57905131,"E",8,"N","16","AR01S","CB00"
"810",57905133,"E",23,"N","16","AR01S","CB00"
"811",57905134,"E",22,"N","16","AR01S","CB00"
"812",57905135,"E",6,"N","16","AR01S","CB00"
"813",57905136,"E",NA,"N","16","AR01S","CB00"
"814",57905137,"E",31,"N","16","AR01S","CB00"
"815",57905139,"E",78,"N","16","AR01S","CB00"
"816",57905140,"E",NA,"N","16","AR01S","CB00"
"817",57905141,"E",10,"N","16","AR01S","CB00"
"818",57905142,"E",109,"N","16","AR01S","CB00"
"819",57905144,"E",NA,"N","16","AR01S","CB00"
"820",57905145,"E",NA,"N","16","AR01S","CB00"
"821",57905147,"E",36,"N","16","AR01S","CB00"
"822",57905148,"E",NA,"N","16","AR01S","CB00"
"823",57905149,"E",6,"N","16","AR01S","CB00"
"824",57905152,"E",NA,"N","16","AR01S","CB00"
"825",57905153,"E",31,"N","16","AR01S","CB00"
"826",57905154,"E",29,"N","16","AR01S","CB00"
"827",57905155,"E",63,"N","16","AR01S","CB00"
"828",57905156,"E",11,"N","16","AR01S","CB00"
"829",57905157,"E",NA,"N","16","AR01S","CB00"
"830",57905158,"E",NA,"N","16","AR01S","CB00"
"831",57905159,"E",40,"N","16","AR01S","CB00"
"832",57905160,"E",8,"N","16","AR01S","CB00"
"833",57905161,"E",18,"N","16","AR01S","CB00"
"834",57905162,"E",17,"N","16","AR01S","CB00"
"835",57905163,"E",NA,"N","16","AR01S","CB00"
"836",57905164,"E",NA,"N","16","AR01S","CB00"
"837",57905166,"E",13,"N","16","AR01S","CB00"
"838",57905167,"E",25,"N","16","AR01S","CB00"
"839",57905168,"E",NA,"N","16","AR01S","CB00"
"840",57905169,"E",19,"N","16","AR01S","CB00"
"841",57905170,"E",38,"N","16","AR01S","CB00"
"842",57905171,"E",NA,"N","16","AR01S","CB00"
"843",57905172,"E",28,"N","16","AR01S","CB00"
"844",57905173,"E",37,"N","16","AR01S","CB00"
"845",57905174,"E",7,"N","16","AR01S","CB00"
"846",57905175,"E",70,"N","16","AR01S","CB00"
"847",57905176,"E",8,"N","16","AR01S","CB00"
"848",57905177,"E",6,"N","16","AR01S","CB00"
"849",57905178,"E",50,"N","16","AR01S","CB00"
"850",57905180,"E",NA,"N","16","AR01S","CB00"
"851",57905181,"E",10,"N","16","AR01S","CB00"
"852",57905182,"E",NA,"N","16","AR01S","CB00"
"853",57905183,"E",110,"N","16","AR01S","CB00"
"854",57905184,"E",NA,"N","16","AR01S","CB00"
"855",57905185,"E",53,"N","16","AR01S","CB00"
"856",57905186,"E",31,"N","16","AR01S","CB00"
"857",57905187,"E",33,"N","16","AR01S","CB00"
"858",57905188,"E",NA,"N","16","AR01S","CB00"
"859",57905189,"E",52,"N","16","AR01S","CB00"
"860",57905190,"E",NA,"N","16","AR01S","CB00"
"861",57905191,"E",108,"N","16","AR01S","CB00"
"862",57905192,"E",NA,"N","16","AR01S","CB00"
"863",57905193,"E",22,"N","16","AR01S","CB00"
"864",57905194,"E",47,"N","16","AR01S","CB00"
"865",57905195,"E",NA,"N","16","AR01S","CB00"
"866",57905196,"E",41,"N","16","AR01S","CB00"
"867",57905197,"E",NA,"N","16","AR01S","CB00"
"868",57905198,"E",10,"N","16","AR01S","CB00"
"869",57905199,"E",8,"N","16","AR01S","CB00"
"870",57905200,"E",78,"N","16","AR01S","CB00"
"871",57905201,"E",146,"N","16","AR01S","CB00"
"872",57905202,"E",12,"N","16","AR01S","CB00"
"873",57905203,"E",15,"N","16","AR01S","CB00"
"874",57905204,"E",7,"N","16","AR01S","CB00"
"875",57905205,"E",14,"N","16","AR01S","CB00"
"876",57905206,"E",NA,"N","16","AR01S","CB00"
"877",57905207,"E",8,"N","16","AR01S","CB00"
"878",57905208,"E",26,"N","16","AR01S","CB00"
"879",57905209,"E",8,"N","16","AR01S","CB00"
"880",57905210,"E",10,"N","16","AR01S","CB00"
"881",57905211,"E",5,"N","16","AR01S","CB00"
"882",57905212,"E",59,"N","16","AR01S","CB00"
"883",57905213,"E",43,"N","16","AR01S","CB00"
"884",57905215,"E",NA,"N","16","AR01S","CB00"
"885",57905216,"E",36,"N","16","AR01S","CB00"
"886",57905217,"E",NA,"N","16","AR01S","CB00"
"887",57905218,"E",51,"N","16","AR01S","CB00"
"888",57905219,"E",95,"N","16","AR01S","CB00"
"889",57905220,"E",45,"N","16","AR01S","CB00"
"890",57905222,"E",NA,"N","16","AR01S","CB00"
"891",57905224,"E",7,"N","16","AR01S","CB00"
"892",57905225,"E",52,"N","16","AR01S","CB00"
"893",57905226,"E",NA,"N","16","AR01S","CB00"
"894",57905228,"E",NA,"N","16","AR01S","CB00"
"895",57905229,"E",NA,"N","16","AR01S","CB00"
"896",57905230,"E",NA,"N","16","AR01S","CB00"
"897",57905232,"E",49,"N","16","AR01S","CB00"
"898",57905233,"E",14,"N","16","AR01S","CB00"
"899",57905234,"E",18,"N","16","AR01S","CB00"
"900",57905235,"E",85,"N","16","AR01S","CB00"
"901",57905236,"E",28,"N","16","AR01S","CB00"
"902",57905237,"E",42,"N","16","AR01S","CB00"
"903",57905239,"E",NA,"N","16","AR01S","CB00"
"904",57905240,"E",54,"N","16","AR01S","CB00"
"905",57905241,"E",NA,"N","16","AR01S","CB00"
"906",57905244,"E",18,"N","16","AR01S","CB00"
"907",57905247,"E",NA,"N","16","AR01S","CB00"
"908",57905250,"E",87,"N","16","AR01S","CB00"
"909",57905260,"E",NA,"N","16","AR01S","CB00"
"910",57905263,"E",59,"N","16","AR01S","CB00"
"911",57905264,"E",119,"N","16","AR01S","CB00"
"912",57905265,"E",NA,"N","16","AR01S","CB00"
"913",57905266,"E",NA,"N","16","AR01S","CB00"
"914",57905268,"E",6,"N","16","AR01S","CB00"
"915",57905269,"E",23,"N","16","AR01S","CB00"
"916",57905270,"E",NA,"N","16","AR01S","CB00"
"917",57905271,"E",NA,"N","16","AR01S","CB00"
"918",57905272,"E",NA,"N","16","AR01S","CB00"
"919",57905273,"E",NA,"N","16","AR01S","CB00"
"920",57905274,"E",6,"N","16","AR01S","CB00"
"921",57905275,"E",NA,"N","16","AR01S","CB00"
"922",57905276,"E",31,"N","16","AR01S","CB00"
"923",57905277,"E",57,"N","16","AR01S","CB00"
"924",57905278,"E",NA,"N","16","AR01S","CB00"
"925",57905279,"E",55,"N","16","AR01S","CB00"
"926",57905280,"E",49,"N","16","AR01S","CB00"
"927",57905281,"E",22,"N","16","AR01S","CB00"
"928",57905283,"E",14,"N","16","AR01S","CB00"
"929",57905284,"E",31,"N","16","AR01S","CB00"
"930",57905285,"E",NA,"N","16","AR01S","CB00"
"931",57905286,"E",17,"N","16","AR01S","CB00"
"932",57905287,"E",NA,"N","16","AR01S","CB00"
"933",57905289,"E",NA,"N","16","AR01S","CB00"
"934",57905301,"E",63,"N","16","AR01S","CB00"
"935",57905302,"E",NA,"N","16","AR01S","CB00"
"936",57905303,"E",21,"N","16","AR01S","CB00"
"937",57905304,"E",56,"N","16","AR01S","CB00"
"938",57905305,"E",18,"N","16","AR01S","CB00"
"939",57905306,"E",NA,"N","16","AR01S","CB00"
"940",57905352,"M",97,"N","16","AR01S","CB00"
"941",57905353,"M",117,"N","16","AR01S","CB00"
"942",57905354,"M",190,"N","16","AR01S","CB00"
"943",57905355,"M",NA,"N","16","AR01S","CB00"
"944",57905356,"M",48,"N","16","AR01S","CB00"
"945",57905357,"M",87,"N","16","AR01S","CB00"
"946",57905358,"M",25,"N","16","AR01S","CB00"
"947",57905359,"M",NA,"N","16","AR01S","CB00"
"948",57905360,"M",NA,"N","16","AR01S","CB00"
"949",57905380,"S",187,"N","16","AR01S","CB00"
"950",57905381,"S",NA,"N","16","AR01S","CB00"
"951",57905382,"S",18,"N","16","AR01S","CB00"
"952",57905389,"S",NA,"N","16","AR01S","CB00"
"953",57905001,"S",63,"D","16","AR010","CW00"
"954",57905002,"S",NA,"D","16","AR010","CW00"
"955",57905003,"S",6,"D","16","AR010","CW00"
"956",57905005,"S",5,"D","16","AR010","CW00"
"957",57905006,"S",40,"D","16","AR010","CW00"
"958",57905007,"S",8,"D","16","AR010","CW00"
"959",57905008,"S",8,"D","16","AR010","CW00"
"960",57905009,"S",NA,"D","16","AR010","CW00"
"961",57905011,"M",NA,"D","16","AR010","CW00"
"962",57905012,"S",NA,"D","16","AR010","CW00"
"963",57905013,"S",NA,"D","16","AR010","CW00"
"964",57905014,"S",11,"D","16","AR010","CW00"
"965",57905015,"S",148,"D","16","AR010","CW00"
"966",57905016,"S",NA,"D","16","AR010","CW00"
"967",57905017,"S",19,"D","16","AR010","CW00"
"968",57905018,"S",10,"D","16","AR010","CW00"
"969",57905021,"S",96,"D","16","AR010","CW00"
